ID,label,sessions,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,device
4497,1,60,48,599.5516934,696,38,4,2507.135841,1826.913048,29,22,1
4498,1,18,15,105.3979746,40,118,36,6053.788828,2810.615112,28,27,1
4499,1,27,22,75.02567797,627,340,0,2891.128411,464.5060032,28,26,1
4500,1,37,30,66.25853852,1463,231,34,2675.944657,1107.03348,25,19,0
4501,1,58,51,83.35721238,3447,1,0,1904.947511,1440.537814,19,12,0
4502,1,361,289,411.2666858,2599,227,0,5428.114336,2115.634654,7,7,1
4503,1,320,256,533.4504207,1651,108,50,3590.217607,2304.692862,9,5,0
4504,1,31,25,361.5048594,171,167,73,2199.046953,1673.151724,27,18,1
4505,0,85,75,205.970161,1469,196,9,14679.69851,7237.662027,24,15,1
4506,1,3,3,124.4610828,2771,66,10,3733.577779,2850.034876,1,0,1
4507,1,97,80,119.3323856,3221,60,31,4783.265174,1981.809069,21,17,1
4508,1,38,32,143.8181855,3036,18,66,6075.451203,4432.018299,22,17,0
4511,1,9,9,78.69030629,1647,0,14,3140.927147,258.1921221,12,12,1
4512,1,5,5,78.95892865,1248,0,20,4954.647954,3342.963988,24,15,0
4513,0,244,208,306.1074462,1246,0,66,7874.442894,5171.307571,0,0,1
4514,1,94,75,191.1995565,2412,226,32,3670.932491,858.53948,1,0,1
4515,1,0,0,303.9005783,2639,0,6,1591.201772,1115.563874,13,13,0
4516,1,20,20,210.4412232,2913,246,16,3744.332137,2816.594735,0,0,1
4517,1,4,4,64.66023247,3305,136,0,4181.753383,2688.773552,19,18,1
4518,1,97,83,181.2237114,1178,228,47,1942.296889,1606.607168,13,8,0
4519,1,220,178,252.0524403,3261,0,0,2457.534088,1553.318697,18,14,1
4520,1,14,14,163.0980948,2258,161,0,2094.120028,973.0711917,7,7,1
4521,0,23,23,95.85526988,3074,47,0,1665.879125,1219.557333,9,8,1
4522,1,315,255,349.4607283,340,67,0,1806.604963,1036.994179,23,13,1
4523,1,34,29,350.0286225,2269,216,8,2779.352007,1628.157802,3,3,1
4524,1,44,35,145.7280095,193,48,0,1572.537794,885.754534,3,3,0
4525,1,94,78,127.5412129,792,0,0,3319.401972,2739.678709,12,6,1
4526,0,4,4,126.2651642,148,480,0,2361.907348,195.1537605,5,5,0
4527,0,25,21,45.4762264,760,24,0,2993.088275,1058.165501,12,6,0
4528,1,9,7,10.36153727,2210,53,45,5347.464714,1776.420015,21,12,1
4529,1,72,58,110.6067732,1070,173,2,2008.994485,1089.103316,18,15,1
4530,0,41,36,167.2636941,211,449,0,7276.031905,5476.762838,16,8,0
4531,1,129,107,153.2962363,1559,6,0,5710.689045,1151.958625,28,18,0
4532,0,43,34,237.8740246,695,115,0,2280.620886,1205.27232,2,0,0
4533,0,103,83,139.7532807,2018,148,0,5165.741769,762.6900864,3,3,1
4534,1,44,35,46.95927224,3477,0,82,1987.066202,1273.590736,12,5,0
4535,1,23,20,28.15956967,489,0,0,1767.80976,1454.325175,28,27,1
4536,1,64,51,69.77336515,1490,0,216,2686.090356,1506.733632,23,14,0
4538,0,156,156,221.231332,2335,101,0,2724.295138,2012.107236,5,2,1
4539,1,61,51,197.8135012,1413,163,88,3906.681642,1676.607322,7,7,0
4540,1,137,111,202.7093874,3292,48,11,4097.962165,2048.048935,18,13,0
4541,0,329,263,347.609112,1230,168,64,5587.44807,2288.491055,10,7,0
4542,0,0,0,93.59130476,1232,47,0,4466.996844,3334.892862,18,15,1
4543,1,266,213,272.0827395,1482,7,0,3355.507309,2315.649042,23,14,1
4544,1,81,65,205.3773968,911,286,67,5052.806071,4073.859379,3,3,1
4545,1,76,62,195.6230667,3114,32,63,1684.015684,948.7616982,11,9,0
4546,1,134,108,219.891712,319,0,0,3390.656375,696.458971,16,16,0
4547,1,76,61,152.1965072,2657,73,0,5432.662944,4003.537499,23,18,0
4548,1,10,9,64.21387582,248,94,3,1833.3406,449.1232322,24,23,1
4549,1,74,60,452.1595234,1609,0,86,4314.412916,637.255113,23,15,0
4550,1,254,203,320.0059391,2375,135,29,4173.541042,1007.940221,22,16,1
4551,1,72,62,722.0194556,826,211,69,2307.597424,1210.156079,26,17,1
4552,1,371,309,415.6285445,2447,0,0,4164.065575,1773.392193,25,21,1
4553,1,109,90,145.6470986,328,28,7,2843.487089,913.0130454,5,5,1
4555,1,144,116,183.5906472,2520,133,0,1599.228921,913.7624654,15,12,1
4556,0,10,10,184.3608768,1703,61,40,1768.898858,944.9317073,15,9,1
4557,1,54,45,148.6713779,2133,0,0,2081.360014,1535.274455,10,9,1
4558,1,61,53,65.14983514,2450,372,28,4816.547403,887.4931796,8,8,1
4560,1,16,13,186.8841968,3067,0,20,825.6852564,458.9809683,20,17,0
4561,1,46,46,219.9985492,1256,0,0,2552.06394,1221.783357,10,7,1
4562,0,207,167,449.6118134,228,211,105,10217.35959,6445.407215,11,8,0
4563,1,214,171,239.845948,878,87,1,2280.251746,1263.424351,6,4,1
4564,1,258,206,304.0918562,299,422,140,7606.932761,1927.372344,10,10,0
4565,0,41,36,304.529944,199,0,72,5321.07355,2713.420206,6,2,1
4566,1,68,55,163.2615581,2476,216,0,5429.53598,2912.154756,7,3,1
4567,1,83,67,93.649996,165,44,62,6910.539001,875.0211363,28,24,1
4568,1,60,54,105.1444957,2212,269,112,2678.527054,1416.869066,13,12,0
4569,1,79,63,180.7901995,1843,38,16,3181.513198,832.1916299,24,20,1
4570,1,18,15,65.79573432,2976,278,30,1408.141455,716.6807243,17,12,1
4571,1,64,52,146.0472301,1938,0,39,1542.126701,652.6195509,21,18,0
4572,0,68,56,98.7919381,1612,0,107,1975.100041,860.9989035,8,4,1
4573,1,43,43,116.8960559,2963,0,12,1257.930458,1040.47877,31,26,1
4574,1,299,241,338.1553989,3276,54,0,4011.064019,1152.06046,24,18,0
4575,1,52,42,116.6812383,2947,567,156,1304.647441,825.1112493,29,24,1
4576,0,11,11,15.45069784,1412,291,0,4400.117183,463.3096042,9,9,1
4577,1,159,127,189.0676816,1087,85,45,3098.209052,2126.184315,8,3,1
4578,0,39,31,46.45156907,669,113,19,5597.643785,1954.048543,3,0,1
4579,1,86,74,119.7395304,29,57,36,3459.294219,2298.631072,8,8,1
4580,0,85,68,197.2771642,694,280,39,3316.844694,1093.526048,3,0,1
4581,1,55,52,390.3732863,2165,69,21,8064.581847,6089.857267,11,7,1
4582,1,2,2,191.4334684,1378,0,17,5434.528211,2415.163738,22,18,1
4583,0,108,87,398.2975808,1688,192,78,6749.880941,727.4128162,10,9,0
4584,1,8,7,338.3290808,583,106,4,2073.645246,1471.308998,29,24,1
4585,1,139,112,295.1661199,1970,0,0,269.5129885,179.0630207,21,19,1
4586,1,9,9,12.48146262,2654,251,0,1357.410287,677.0585036,11,11,0
4587,1,52,43,146.6151108,2507,381,44,6820.946521,1755.700169,2,2,1
4588,1,57,51,59.71350108,1829,98,2,3635.441331,854.6031002,12,12,0
4589,0,24,22,163.1957877,377,86,53,12273.61758,8018.355855,4,0,0
4590,0,24,20,97.72341242,1547,78,0,1248.394783,850.4274062,6,3,1
4591,1,51,41,89.71776158,1041,0,0,6012.766434,4322.260227,31,29,1
4592,0,1,1,43.42983324,1141,73,0,2639.017622,1109.011082,10,5,1
4593,1,41,38,215.2326188,1965,0,85,2290.773633,184.8486903,7,7,1
4594,1,77,62,136.5106588,1540,13,0,2641.514618,1796.02692,19,16,1
4595,1,89,81,105.0012533,2150,0,0,6367.203163,2617.236455,0,0,1
4596,1,163,131,357.3395844,3485,335,15,6534.913137,4927.955919,24,24,1
4597,1,12,12,533.7530236,264,29,20,6017.45566,1849.84278,0,0,1
4598,1,171,147,238.7447651,859,350,39,6352.588576,4036.781101,13,10,1
4599,1,81,71,210.9995885,1300,25,14,5972.983261,3389.88336,6,6,1
4600,1,44,37,306.3765235,3486,431,0,5030.494601,2937.706046,11,6,1
4601,1,34,32,301.7809466,2655,0,126,2705.504143,2083.141267,29,24,0
4602,1,29,25,108.630872,814,178,27,5652.287416,3863.069056,13,11,0
4603,1,21,21,26.9720823,2334,0,0,3383.195145,1696.895112,12,12,1
4604,1,49,40,75.60436632,1080,63,19,8543.700954,3974.124805,24,19,1
4605,1,22,18,76.60325274,376,372,44,1794.662681,1105.154186,8,8,1
4606,0,66,54,88.2930574,1499,23,0,3053.687446,2458.947217,10,10,1
4607,1,21,17,96.83984403,2871,143,95,2112.892266,1148.134294,18,18,1
4608,1,312,250,325.7205477,144,87,9,662.388229,246.6789055,18,18,0
4609,1,3,3,14.06811804,1542,43,0,2734.015027,2184.610261,23,22,0
4610,1,8,8,403.3759158,1321,91,84,3189.101011,2219.247456,27,24,0
4611,1,212,172,767.8834069,100,2,0,2128.735072,1324.466625,23,16,0
4612,0,3,3,32.17950237,1846,17,0,4769.861419,2428.505606,20,12,0
4613,1,26,26,208.3171014,862,22,37,2079.987577,1284.581541,15,15,0
4614,1,20,20,377.1827092,3090,48,138,6289.539295,4181.291428,30,22,1
4615,1,40,35,59.83953878,1021,277,3,3036.148566,1787.177908,28,20,1
4616,1,339,273,365.3128476,1761,310,18,4065.961787,2501.688159,1,1,1
4617,1,16,13,48.1852572,289,20,190,5846.852791,1606.003753,16,13,0
4618,1,25,20,29.1433507,546,155,7,1645.499572,520.6417359,23,14,1
4619,1,60,48,87.71435588,2348,21,2,3697.051835,2376.719554,21,18,0
4620,1,164,154,611.4874282,1062,0,0,3337.187302,2567.385903,21,17,1
4621,1,212,189,518.206385,1737,97,30,4513.191389,2583.742625,11,5,1
4622,1,84,67,92.96832207,1779,346,36,5480.257941,3719.17764,26,20,1
4623,1,21,21,385.6979025,1819,150,0,2348.919742,1740.403955,9,8,1
4624,1,93,75,163.409081,3022,406,5,4427.842942,2603.602028,9,5,0
4625,1,205,166,370.6818195,2688,190,0,1341.903332,395.7059533,27,22,1
4626,1,58,49,149.5259542,2682,13,0,3471.401294,1310.791353,15,13,1
4628,0,247,220,490.4825727,2966,39,0,4474.60562,3024.68632,13,13,0
4629,0,25,22,200.7917595,114,873,0,3257.180087,1197.499024,1,0,0
4630,1,83,68,95.81657643,213,0,0,6219.395636,3954.491027,24,16,1
4631,0,164,132,237.0352469,1473,161,86,4087.641821,2589.804476,11,6,1
4632,1,22,18,112.1087088,1028,68,3,2865.785164,2281.364431,27,18,1
4633,1,56,44,129.9252063,1956,95,0,3270.835824,822.1471704,14,13,1
4635,1,28,27,70.72969785,663,583,15,2412.121345,1750.346836,21,12,0
4636,0,28,24,214.9892462,3058,250,0,1143.547077,681.1232672,8,7,0
4637,1,153,123,380.6361139,3423,34,0,5051.397702,2913.770931,15,7,1
4638,1,70,70,107.6037967,276,113,43,9112.293663,6381.287024,15,10,1
4639,1,36,29,85.5926773,2926,7,0,9649.882616,3141.253996,28,24,0
4640,1,28,24,92.05312684,152,254,37,7291.683321,2817.154979,6,6,0
4641,1,28,28,174.9956318,3331,728,35,3139.288029,914.1948026,8,8,1
4642,1,88,72,92.09663651,2393,0,0,1513.667958,1120.069217,19,10,0
4643,1,37,30,78.27718725,2359,49,0,2466.116818,973.6229429,21,19,1
4645,0,6,6,164.8579426,2160,36,2,1881.566316,928.3348123,3,3,0
4646,0,51,43,166.7146695,2846,260,12,4751.754057,23.02268479,5,2,0
4647,1,11,9,27.01431559,2336,27,59,2949.588954,1054.041887,31,29,1
4648,1,60,48,179.7543522,1014,51,19,885.9141722,259.0005157,10,5,1
4649,1,39,32,158.765419,2553,0,0,2218.50436,814.2422432,19,17,0
4650,1,54,52,341.2275772,415,11,42,1235.469719,230.800504,2,0,1
4651,1,77,61,142.0410965,2089,139,10,4480.177856,2967.987688,14,12,1
4652,1,141,117,150.9257,2500,64,36,1774.23382,716.9000751,13,12,1
4653,1,131,110,138.1363273,2821,0,0,5303.799063,3073.446481,10,9,0
4654,1,22,18,208.3747538,664,0,0,4046.716055,1411.04887,14,14,0
4655,1,170,170,194.8537028,304,0,35,6203.283247,3010.138783,8,7,0
4656,1,85,68,110.4786598,2679,69,0,4248.127026,2292.121252,4,3,1
4657,1,49,39,107.2297891,1114,43,25,1689.095096,1163.077601,29,19,1
4659,1,87,70,109.5235327,2983,79,0,4800.063695,1450.405226,15,11,1
4660,1,8,7,97.15731089,2649,222,29,3724.156265,1244.444472,21,12,1
4661,1,36,32,94.50585717,3416,0,19,3395.945981,1391.403865,12,6,0
4662,0,111,111,216.410461,2197,0,10,5577.904677,2931.585929,1,1,1
4663,0,103,83,164.9092428,206,144,24,2229.809778,713.2319865,14,11,0
4664,1,119,100,314.5395194,1862,0,0,3784.057105,1408.285149,25,24,1
4665,1,2,2,73.07777928,2133,88,13,4089.069058,2737.176219,30,24,1
4666,1,29,25,125.6965361,790,453,41,3034.741245,1010.612387,16,8,0
4667,0,319,268,473.1494519,599,0,0,2071.493592,826.9167782,1,0,1
4668,1,14,14,219.1293341,1863,114,51,1385.350568,227.7073224,1,0,0
4671,0,15,12,25.30988064,386,27,38,8787.020043,667.1950494,16,16,1
4672,1,139,111,251.3407538,1195,44,37,3303.963365,1547.682444,23,17,1
4673,1,9,8,14.45173963,472,63,39,1269.546312,609.876705,13,13,0
4674,0,107,88,269.3051404,2936,42,19,3568.976435,2381.882353,10,5,1
4675,1,118,99,227.9498178,2101,229,56,6891.301204,5300.593433,4,4,1
4676,1,69,56,216.3848391,507,0,117,3562.240193,1989.409518,30,23,0
4677,1,169,135,235.7195057,3271,407,9,6969.675883,1542.806874,16,10,1
4678,1,12,12,38.08677649,1720,0,25,5987.208205,1199.14497,12,12,0
4679,1,204,165,211.0820385,2310,170,20,2958.016519,657.4313316,18,10,1
4680,1,21,17,79.70941878,1830,220,0,3720.47986,1223.522706,21,12,1
4681,0,63,63,288.6463117,1348,742,17,5060.511412,3144.606589,19,19,1
4682,1,318,318,319.5081473,890,109,34,1219.540812,857.4423481,23,15,0
4683,1,80,65,120.8631865,443,23,102,5819.632486,2367.964041,7,3,1
4684,1,78,64,156.1889227,2671,133,0,1888.666253,820.3465414,19,16,1
4685,1,110,90,159.5879307,2465,100,23,3254.246632,1069.749589,9,8,0
4686,1,218,178,460.6415543,3435,0,0,3094.5027,2145.604205,27,22,0
4687,1,6,6,127.0757209,558,119,0,3080.639318,1010.70871,8,7,0
4689,0,105,87,123.9639476,1143,0,0,2456.884366,1756.804785,0,0,0
4690,1,420,336,513.9664411,2728,33,10,3024.074094,1665.941726,20,14,1
4691,1,96,79,106.6945135,1178,3,0,6315.418582,2492.271247,0,0,0
4692,0,32,26,48.04552848,2638,128,84,10237.56285,3170.212512,2,2,0
4693,1,77,62,135.4845026,2423,3,0,780.5606994,504.1308596,18,17,1
4694,1,1,1,46.18731827,2167,15,133,2166.709407,842.5885711,11,6,0
4695,1,18,16,83.79701525,253,0,48,1940.753838,1409.33161,15,15,0
4696,1,221,182,244.0190632,1844,141,82,2869.822828,862.7595302,12,7,1
4697,0,229,183,293.4079993,1913,335,58,4114.681518,2703.981243,7,7,1
4698,1,52,42,354.0697817,3275,5,0,3256.950296,1663.836073,17,16,0
4699,1,79,63,129.3872536,111,369,0,9898.571246,5815.509421,21,17,1
4700,1,5,4,112.4820144,1167,591,17,7850.338733,4545.449526,8,8,0
4701,1,88,88,131.7687545,3084,520,24,2629.105729,1877.705125,28,21,1
4702,1,68,68,81.76083533,3080,210,2,8898.67301,1314.238611,25,22,1
4703,1,51,42,180.3789673,3251,151,0,18129.92771,1253.852598,20,16,0
4704,1,186,154,359.9787468,3427,69,41,972.1866839,735.6459461,12,10,1
4705,1,132,117,354.1748433,2579,0,77,1760.031295,1072.522785,16,16,1
4706,1,0,0,205.1894467,359,372,0,1599.40821,468.45495,23,14,0
4707,1,16,16,78.89795378,3305,182,0,7820.107599,653.604517,20,16,1
4708,1,60,59,163.6282367,1705,0,19,3979.489233,1098.724506,1,0,1
4709,1,14,14,355.544345,452,182,15,1868.529416,1537.018159,13,6,0
4710,1,264,212,385.8459671,3058,140,0,4869.045837,2129.952492,17,15,1
4711,1,119,100,162.2669845,529,143,46,2836.553725,1863.454065,27,23,1
4712,0,57,51,370.4763988,2113,28,83,4681.215275,3741.591919,1,1,1
4714,1,12,10,164.1714529,3442,76,0,2874.977895,1831.33621,25,20,0
4715,1,179,143,255.3694351,1447,159,0,2832.817767,617.681602,20,11,0
4716,1,55,46,89.94619392,1718,0,141,682.3838045,482.0796405,29,27,1
4717,1,73,65,184.3947265,2523,337,50,2327.701202,1100.906553,26,21,0
4718,1,91,73,216.3010939,1819,0,1,1868.399275,1123.871125,4,4,0
4719,1,71,57,75.27699428,2359,0,33,1655.964962,1120.322102,28,26,1
4720,1,5,4,58.22451422,983,98,0,4076.256326,2663.34941,19,16,1
4721,1,64,64,101.521753,2210,17,93,7358.462738,3327.03954,7,1,1
4722,1,1,1,85.16482396,799,215,8,3813.64841,1372.858574,21,17,0
4723,1,23,22,140.7731969,2961,1,34,2056.005127,1400.918398,19,19,1
4724,1,104,85,247.2412728,969,574,25,1049.417863,600.489371,17,13,1
4725,1,23,23,89.35877289,2789,110,9,4520.098371,1596.612955,27,26,1
4726,1,50,42,70.66816528,3076,65,24,2293.17147,821.5053074,12,5,1
4727,1,15,12,222.8830412,2445,19,27,12994.4553,7612.444348,8,8,1
4728,1,45,36,145.2338323,17,201,141,2680.713427,936.5573253,17,10,1
4729,1,17,14,24.98990042,3294,103,11,2548.287532,1913.078341,11,9,0
4730,1,101,82,353.0431932,1358,140,16,2451.780674,1532.524531,7,7,0
4731,0,98,79,114.8723626,1437,27,0,3007.160137,1813.335573,0,0,1
4732,1,44,36,139.7627171,950,92,0,3154.001797,1887.979169,8,8,0
4733,0,29,24,407.9972659,868,294,39,3118.906149,2122.079938,16,15,1
4734,0,20,20,115.3396316,553,27,17,2917.473769,1205.939044,7,5,1
4735,1,3,3,44.76251382,1386,504,18,6619.180654,4040.594682,29,22,1
4736,0,13,10,15.41013944,2530,0,35,3707.417654,853.1929113,1,1,1
4737,1,2,2,11.58010751,3365,142,28,1467.969628,875.2724594,17,16,1
4738,0,140,112,223.8675932,826,61,0,4493.068308,3500.033598,14,7,1
4739,1,327,265,331.9155485,2221,19,47,4840.272477,3706.118272,28,24,1
4740,1,23,19,119.2265628,659,79,0,4472.458839,560.5315499,14,11,1
4741,1,51,51,123.5059012,3459,104,0,5981.413026,712.9864058,17,16,1
4742,1,4,4,78.06780364,3182,0,21,5132.984909,3579.616131,3,0,1
4743,1,8,8,312.8785616,1358,0,9,3006.460445,1873.391218,13,6,1
4744,1,71,57,134.6325678,510,18,0,4821.454855,1568.524952,3,0,1
4745,1,109,88,168.6237521,3461,234,158,6478.508817,1552.697969,24,18,0
4747,0,166,133,216.9719192,1184,447,0,9822.812525,1426.749641,22,13,0
4748,0,44,36,73.60910366,2438,85,33,2708.53106,1258.493905,6,2,1
4749,1,268,222,271.8195997,1165,0,1,8565.769569,5874.663868,21,21,0
4750,1,131,106,257.8057595,2006,161,58,4961.341613,2657.812168,24,22,1
4751,1,56,56,131.3900138,543,0,19,1922.310668,92.95956607,28,18,0
4752,1,43,35,172.1186669,2473,0,0,2140.681934,1642.422171,21,14,1
4753,1,322,257,397.1408185,1331,0,117,5759.533927,3885.497471,11,9,1
4754,1,15,13,41.08488688,1862,0,8,9071.643548,1923.366464,11,9,1
4755,0,185,151,306.3777341,2180,264,4,4858.053157,2339.972996,1,1,1
4756,1,103,83,149.5456134,2690,141,52,11415.91436,7138.006265,19,14,1
4757,1,94,76,124.2227993,2974,66,0,1800.448067,461.9429321,5,1,0
4758,1,18,14,112.7994859,380,268,158,2268.85016,1284.837412,30,27,0
4759,1,3,3,60.65017343,686,205,136,1260.070109,336.8881467,31,30,0
4760,1,347,279,444.9194177,1373,17,251,1502.254529,478.4370156,12,12,1
4761,1,6,5,14.84956424,2219,1160,0,3474.322086,490.0034699,22,17,1
4762,1,184,149,356.814791,2157,155,0,3618.547821,1824.086751,6,6,1
4763,1,80,65,192.9368441,1873,223,40,3578.584677,2963.900083,21,17,1
4764,1,1,1,347.8008691,3372,109,62,10116.93421,6334.506309,14,9,1
4765,0,49,39,51.79105742,3488,52,0,5786.809419,2462.714631,0,0,1
4767,0,124,100,277.5606301,3137,244,0,927.2620765,347.3380429,11,10,1
4768,1,173,139,262.3139226,415,10,7,6669.23433,2719.504187,3,0,0
4769,1,288,278,300.0056563,3243,132,0,2211.852373,155.3224166,16,16,0
4770,1,112,89,539.1230462,657,220,0,1176.519818,868.2032624,14,7,0
4772,1,295,242,335.3942981,1372,445,0,3655.168753,2606.387336,24,19,1
4773,0,120,120,169.9932211,732,159,0,479.9050914,389.9448688,29,19,0
4775,1,46,41,89.58674182,2519,41,33,3629.260029,2375.380128,19,18,1
4776,0,69,56,216.1972816,525,36,2,1081.423118,230.4151863,6,4,1
4777,1,37,30,43.13417631,517,653,99,4011.78215,304.2146124,3,2,0
4778,1,40,34,256.2042476,915,102,66,1712.464969,313.7063115,26,23,1
4779,1,61,61,173.343001,2398,42,0,2173.214756,421.537886,13,7,0
4780,1,68,55,534.9735491,203,0,0,2221.494803,1553.270417,10,8,1
4781,0,91,77,255.7299624,145,62,223,3185.576973,649.6942112,17,11,1
4782,0,50,41,74.22076898,108,0,0,1895.956842,1023.494978,3,0,1
4783,1,64,54,112.9059805,1808,22,7,6001.724703,2231.686926,28,19,1
4784,1,0,0,53.2684338,2449,85,34,7046.534981,2686.916051,27,23,1
4785,1,31,26,116.8879167,76,7,1,2852.528356,1981.279117,0,0,0
4786,0,37,31,66.18953122,1957,796,71,4736.585783,1424.615057,6,6,1
4787,1,19,16,149.2731552,1847,0,26,3547.947305,62.909595,15,15,1
4788,1,103,83,226.6222304,1148,0,116,4960.688886,2417.201424,20,12,0
4789,1,211,176,231.1401052,3488,0,0,1849.277644,1334.159334,29,28,0
4790,0,17,16,40.97831764,162,0,65,3285.720195,1524.764651,1,1,1
4791,1,289,289,388.9137493,389,31,0,3008.900396,1353.24709,30,23,1
4792,1,42,35,62.54455584,2016,83,0,5478.522744,186.1945696,28,19,1
4793,1,116,93,395.339187,2092,116,37,4020.458493,1399.258611,4,4,0
4794,1,8,7,248.908517,157,0,147,2306.031546,1747.291797,3,3,0
4795,1,197,158,357.5479395,2235,84,0,4516.932404,1480.803837,1,1,0
4796,1,49,42,221.572686,1079,259,62,1609.185082,851.0827785,13,9,1
4797,1,50,40,300.2374245,2872,37,21,3231.684707,2605.914974,1,1,0
4798,1,19,17,71.39293107,593,134,6,7207.426122,4082.902239,9,3,0
4799,0,71,59,93.5199723,982,50,6,6375.568233,4205.898824,8,8,1
4800,1,2,2,284.2103785,881,96,7,4418.659908,1491.911018,22,16,1
4801,1,46,41,81.96643829,2160,186,37,2553.601825,882.1064443,13,10,1
4802,1,38,30,48.56575289,1523,0,0,1112.371634,918.1554368,8,8,1
4803,1,86,74,134.1372021,2642,197,34,5024.364277,1048.197176,22,22,0
4804,1,36,35,333.0235446,855,27,33,4486.093056,3267.269717,5,3,1
4805,1,25,25,253.011673,2555,421,12,10331.73742,1667.375249,18,18,0
4806,1,337,305,426.9239223,1338,0,5,1167.154002,451.2806511,6,1,0
4807,1,61,49,104.9756984,1770,184,22,4693.954385,1716.734994,27,19,0
4808,1,404,325,492.9894165,3264,159,7,1170.414462,244.5209384,28,22,0
4809,1,49,41,110.409725,2942,93,29,10994.90213,3805.835203,9,5,1
4810,1,86,86,102.8597527,3120,291,0,5144.073436,3320.413748,0,0,1
4811,1,60,57,106.9322167,839,130,0,1769.240981,356.4453969,22,20,1
4812,1,28,28,28.63539098,1550,333,104,1340.139611,1057.569352,7,7,1
4813,1,32,26,262.9513642,878,36,0,3614.690547,747.7434797,16,16,0
4814,0,67,54,185.4059868,801,0,128,3184.422109,1216.44495,12,10,1
4815,1,120,99,168.0963213,1794,42,51,1620.407749,525.9856873,18,14,1
4816,1,80,65,168.9987868,1889,42,119,7613.426573,2306.954033,23,23,0
4817,1,144,115,387.0865024,2403,0,0,8918.187728,1438.288534,28,25,0
4818,1,29,26,96.64985753,2788,21,3,2571.042768,1989.89537,9,5,1
4819,0,86,70,176.429358,378,296,49,3310.803725,2665.259279,10,9,1
4820,1,76,62,109.5223617,1245,0,36,1383.915953,647.465676,20,14,1
4821,1,90,73,138.5900528,521,467,18,1277.021881,766.9887803,26,18,0
4822,1,10,10,60.51192146,2838,0,0,3868.016248,2005.544493,29,26,1
4823,1,38,38,153.0811996,1989,93,0,980.7394638,681.1867571,26,23,1
4824,0,71,60,114.9671669,292,0,0,4376.666926,2128.224002,21,19,1
4825,1,6,6,39.20753004,3285,0,13,13786.09451,10317.20349,7,7,1
4826,1,156,125,232.5110307,3319,0,5,3833.70358,1650.855705,8,4,1
4827,1,89,73,100.3665901,876,0,59,4393.64367,3589.194449,3,0,1
4828,1,45,38,53.00868058,3407,143,114,2022.798308,1588.596686,11,11,0
4829,0,26,21,281.2457191,440,60,125,2838.468858,2114.08631,10,8,0
4831,1,14,12,85.35372387,1781,26,4,8091.204074,298.2606356,5,5,0
4832,0,117,94,387.3440614,71,109,258,3162.276403,1971.850243,3,3,0
4833,1,102,92,177.1866476,2937,25,0,2387.316774,1733.120782,19,16,0
4834,1,285,229,285.2787139,531,0,0,3277.634102,579.0155264,22,16,1
4835,1,126,102,282.2572648,1527,275,0,1760.668686,1364.805859,21,19,1
4836,1,88,75,113.9357434,486,51,0,7774.53005,6234.257624,12,7,1
4837,1,319,258,331.9711976,1437,0,0,9184.763523,645.700869,5,4,1
4838,0,190,154,269.1265466,2791,87,0,4126.451683,3018.840119,6,6,0
4839,0,23,23,114.3502907,1170,0,8,5040.995108,3054.77137,14,14,0
4840,1,101,81,141.9779795,2256,22,34,2502.124758,1437.972649,19,11,0
4841,0,44,36,51.16099416,1143,331,52,2108.699903,1108.771558,29,22,0
4842,0,7,7,104.7185516,16,22,0,5610.834409,2967.719132,3,0,1
4843,1,30,24,72.35837559,2917,674,56,5327.476215,776.8094663,23,14,1
4844,1,13,10,131.6168719,2500,55,15,3729.611328,2213.382804,30,23,1
4846,1,85,69,109.8274244,2087,0,47,4225.862484,3462.327982,12,8,1
4847,1,94,75,126.7850888,3277,233,0,1526.873753,1051.832817,30,20,1
4848,1,70,65,227.0615372,771,64,0,1975.266774,788.893171,17,9,1
4849,1,119,96,129.3344829,2981,0,9,1422.517108,773.5916977,24,22,1
4850,1,20,16,445.4889036,1440,7,44,5253.379435,2048.779867,10,10,1
4851,1,437,349,514.8759021,1839,54,65,1015.952254,625.1836245,13,8,1
4852,1,72,72,241.3567715,1525,153,0,3295.298179,2183.298455,6,6,1
4853,1,34,28,144.9351967,2930,3,0,2778.691137,1252.931272,24,22,1
4855,1,7,7,345.8792196,1348,59,0,7240.083424,1347.059289,13,13,1
4856,1,47,47,404.9122712,2580,184,71,4895.053286,3796.932053,20,20,1
4857,1,74,61,113.6758686,2525,0,10,2860.298366,1677.97189,28,19,0
4858,1,232,193,335.0493012,2214,633,9,3628.407057,2720.38455,23,18,0
4859,1,131,105,182.6917209,3239,85,0,1073.455967,395.1552982,31,23,1
4860,1,103,84,306.0570056,1393,18,120,4746.494495,1450.051085,7,1,1
4861,1,218,218,490.2386031,3354,245,123,1890.718758,286.0891136,10,6,0
4862,1,274,220,290.7981536,2549,87,6,3612.474125,1643.215669,28,21,0
4863,0,60,53,117.6907886,40,0,12,3873.431311,2357.639304,9,8,1
4864,1,12,9,100.8110063,3471,0,102,6391.865302,3139.706521,29,20,0
4865,1,29,23,39.10957915,822,158,0,1588.170031,1151.379751,29,24,0
4866,1,6,5,32.92188077,1851,0,51,1308.812254,931.9454854,7,4,1
4867,1,178,143,218.7812031,1623,518,0,3067.322795,512.5859277,15,8,1
